CRITERIA,PAIN_CAT,ICD_VERSION,ICD9_OR_10,ICD_DESC
Exclusion,Exclusion - Cancer,10,C098,Malignant neoplasm of overlapping sites of tonsil
Exclusion,Exclusion - Cancer,10,C099,"Malignant neoplasm of tonsil, unspecified"
Exclusion,Exclusion - Cancer,10,C100,Malignant neoplasm of vallecula
Exclusion,Exclusion - Cancer,10,C101,Malignant neoplasm of anterior surface of epiglottis
Exclusion,Exclusion - Cancer,10,C102,Malignant neoplasm of lateral wall of oropharynx
Exclusion,Exclusion - Cancer,10,C103,Malignant neoplasm of posterior wall of oropharynx
Exclusion,Exclusion - Cancer,10,C104,Malignant neoplasm of branchial cleft
Exclusion,Exclusion - Cancer,10,C108,Malignant neoplasm of overlapping sites of oropharynx
Exclusion,Exclusion - Cancer,10,C109,"Malignant neoplasm of oropharynx, unspecified"
Exclusion,Exclusion - Cancer,10,C110,Malignant neoplasm of superior wall of nasopharynx
Exclusion,Exclusion - Cancer,10,C111,Malignant neoplasm of posterior wall of nasopharynx
Exclusion,Exclusion - Cancer,10,C112,Malignant neoplasm of lateral wall of nasopharynx
Exclusion,Exclusion - Cancer,10,C113,Malignant neoplasm of anterior wall of nasopharynx
Exclusion,Exclusion - Cancer,10,C118,Malignant neoplasm of overlapping sites of nasopharynx
Exclusion,Exclusion - Cancer,10,C119,"Malignant neoplasm of nasopharynx, unspecified"
Exclusion,Exclusion - Cancer,10,C12,Malignant neoplasm of pyriform sinus
Exclusion,Exclusion - Cancer,10,C130,Malignant neoplasm of postcricoid region
Exclusion,Exclusion - Cancer,10,C131,"Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect"
Exclusion,Exclusion - Cancer,10,C132,Malignant neoplasm of posterior wall of hypopharynx
Exclusion,Exclusion - Cancer,10,C138,Malignant neoplasm of overlapping sites of hypopharynx
Exclusion,Exclusion - Cancer,10,C139,"Malignant neoplasm of hypopharynx, unspecified"
Exclusion,Exclusion - Cancer,10,C140,"Malignant neoplasm of pharynx, unspecified"
Exclusion,Exclusion - Cancer,10,C142,Malignant neoplasm of Waldeyer's ring
Exclusion,Exclusion - Cancer,10,C148,"Malignant neoplasm of overlapping sites of lip, oral cavity and pharynx"
Exclusion,Exclusion - Cancer,10,C153,Malignant neoplasm of upper third of esophagus
Exclusion,Exclusion - Cancer,10,C154,Malignant neoplasm of middle third of esophagus
Exclusion,Exclusion - Cancer,10,C155,Malignant neoplasm of lower third of esophagus
Exclusion,Exclusion - Cancer,10,C158,Malignant neoplasm of overlapping sites of esophagus
Exclusion,Exclusion - Cancer,10,C159,"Malignant neoplasm of esophagus, unspecified"
Exclusion,Exclusion - Cancer,10,C160,Malignant neoplasm of cardia
Exclusion,Exclusion - Cancer,10,C161,Malignant neoplasm of fundus of stomach
Exclusion,Exclusion - Cancer,10,C162,Malignant neoplasm of body of stomach
Exclusion,Exclusion - Cancer,10,C163,Malignant neoplasm of pyloric antrum
Exclusion,Exclusion - Cancer,10,C164,Malignant neoplasm of pylorus
Exclusion,Exclusion - Cancer,10,C165,"Malignant neoplasm of lesser curvature of stomach, unspecified"
Exclusion,Exclusion - Cancer,10,C166,"Malignant neoplasm of greater curvature of stomach, unspecified"
Exclusion,Exclusion - Cancer,10,C168,Malignant neoplasm of overlapping sites of stomach
Exclusion,Exclusion - Cancer,10,C169,"Malignant neoplasm of stomach, unspecified"
Exclusion,Exclusion - Cancer,10,C170,Malignant neoplasm of duodenum
Exclusion,Exclusion - Cancer,10,C171,Malignant neoplasm of jejunum
Exclusion,Exclusion - Cancer,10,C172,Malignant neoplasm of ileum
Exclusion,Exclusion - Cancer,10,C173,"Meckel's diverticulum, malignant"
Exclusion,Exclusion - Cancer,10,C178,Malignant neoplasm of overlapping sites of small intestine
Exclusion,Exclusion - Cancer,10,C179,"Malignant neoplasm of small intestine, unspecified"
Exclusion,Exclusion - Cancer,10,C180,Malignant neoplasm of cecum
Exclusion,Exclusion - Cancer,10,C181,Malignant neoplasm of appendix
Exclusion,Exclusion - Cancer,10,C182,Malignant neoplasm of ascending colon
Exclusion,Exclusion - Cancer,10,C183,Malignant neoplasm of hepatic flexure
Exclusion,Exclusion - Cancer,10,C184,Malignant neoplasm of transverse colon
Exclusion,Exclusion - Cancer,10,C185,Malignant neoplasm of splenic flexure
Exclusion,Exclusion - Cancer,10,C186,Malignant neoplasm of descending colon
Exclusion,Exclusion - Cancer,10,C187,Malignant neoplasm of sigmoid colon
Exclusion,Exclusion - Cancer,10,C188,Malignant neoplasm of overlapping sites of colon
Exclusion,Exclusion - Cancer,10,C189,"Malignant neoplasm of colon, unspecified"
Exclusion,Exclusion - Cancer,10,C19,Malignant neoplasm of rectosigmoid junction
Exclusion,Exclusion - Cancer,10,C20,Malignant neoplasm of rectum
Exclusion,Exclusion - Cancer,10,C210,"Malignant neoplasm of anus, unspecified"
Exclusion,Exclusion - Cancer,10,C211,Malignant neoplasm of anal canal
Exclusion,Exclusion - Cancer,10,C212,Malignant neoplasm of cloacogenic zone
Exclusion,Exclusion - Cancer,10,C218,"Malignant neoplasm of overlapping sites of rectum, anus and anal canal"
Exclusion,Exclusion - Cancer,10,C220,Liver cell carcinoma
Exclusion,Exclusion - Cancer,10,C221,Intrahepatic bile duct carcinoma
Exclusion,Exclusion - Cancer,10,C222,Hepatoblastoma
Exclusion,Exclusion - Cancer,10,C223,Angiosarcoma of liver
Exclusion,Exclusion - Cancer,10,C224,Other sarcomas of liver
Exclusion,Exclusion - Cancer,10,C227,Other specified carcinomas of liver
Exclusion,Exclusion - Cancer,10,C228,"Malignant neoplasm of liver, primary, unspecified as to type"
Exclusion,Exclusion - Cancer,10,C229,"Malignant neoplasm of liver, not specified as primary or secondary"
Exclusion,Exclusion - Cancer,10,C23,Malignant neoplasm of gallbladder
Exclusion,Exclusion - Cancer,10,C240,Malignant neoplasm of extrahepatic bile duct
Exclusion,Exclusion - Cancer,10,C241,Malignant neoplasm of ampulla of Vater
Exclusion,Exclusion - Cancer,10,C248,Malignant neoplasm of overlapping sites of biliary tract
Exclusion,Exclusion - Cancer,10,C249,"Malignant neoplasm of biliary tract, unspecified"
Exclusion,Exclusion - Cancer,10,C250,Malignant neoplasm of head of pancreas
Exclusion,Exclusion - Cancer,10,C251,Malignant neoplasm of body of pancreas
Exclusion,Exclusion - Cancer,10,C252,Malignant neoplasm of tail of pancreas
Exclusion,Exclusion - Cancer,10,C253,Malignant neoplasm of pancreatic duct
Exclusion,Exclusion - Cancer,10,C254,Malignant neoplasm of endocrine pancreas
Exclusion,Exclusion - Cancer,10,C257,Malignant neoplasm of other parts of pancreas
Exclusion,Exclusion - Cancer,10,C258,Malignant neoplasm of overlapping sites of pancreas
Exclusion,Exclusion - Cancer,10,C259,"Malignant neoplasm of pancreas, unspecified"
Exclusion,Exclusion - Cancer,10,C260,"Malignant neoplasm of intestinal tract, part unspecified"
Exclusion,Exclusion - Cancer,10,C261,Malignant neoplasm of spleen
Exclusion,Exclusion - Cancer,10,C269,Malignant neoplasm of ill-defined sites within the digestive system
Exclusion,Exclusion - Cancer,10,C300,Malignant neoplasm of nasal cavity
Exclusion,Exclusion - Cancer,10,C301,Malignant neoplasm of middle ear
Exclusion,Exclusion - Cancer,10,C310,Malignant neoplasm of maxillary sinus
Exclusion,Exclusion - Cancer,10,C311,Malignant neoplasm of ethmoidal sinus
Exclusion,Exclusion - Cancer,10,C312,Malignant neoplasm of frontal sinus
Exclusion,Exclusion - Cancer,10,C313,Malignant neoplasm of sphenoid sinus
Exclusion,Exclusion - Cancer,10,C318,Malignant neoplasm of overlapping sites of accessory sinuses
Exclusion,Exclusion - Cancer,10,C319,"Malignant neoplasm of accessory sinus, unspecified"
Exclusion,Exclusion - Cancer,10,C320,Malignant neoplasm of glottis
Exclusion,Exclusion - Cancer,10,C321,Malignant neoplasm of supraglottis
Exclusion,Exclusion - Cancer,10,C322,Malignant neoplasm of subglottis
Exclusion,Exclusion - Cancer,10,C323,Malignant neoplasm of laryngeal cartilage
Exclusion,Exclusion - Cancer,10,C328,Malignant neoplasm of overlapping sites of larynx
Exclusion,Exclusion - Cancer,10,C329,"Malignant neoplasm of larynx, unspecified"
Exclusion,Exclusion - Cancer,10,C33,Malignant neoplasm of trachea
Exclusion,Exclusion - Cancer,10,C3400,Malignant neoplasm of unspecified main bronchus
Exclusion,Exclusion - Cancer,10,C3401,Malignant neoplasm of right main bronchus
Exclusion,Exclusion - Cancer,10,C3402,Malignant neoplasm of left main bronchus
Exclusion,Exclusion - Cancer,10,C3410,"Malignant neoplasm of upper lobe, unspecified bronchus or lung"
Exclusion,Exclusion - Cancer,10,C3411,"Malignant neoplasm of upper lobe, right bronchus or lung"
Exclusion,Exclusion - Cancer,10,C3412,"Malignant neoplasm of upper lobe, left bronchus or lung"
Exclusion,Exclusion - Cancer,10,C342,"Malignant neoplasm of middle lobe, bronchus or lung"
Exclusion,Exclusion - Cancer,10,C3430,"Malignant neoplasm of lower lobe, unspecified bronchus or lung"
Exclusion,Exclusion - Cancer,10,C3431,"Malignant neoplasm of lower lobe, right bronchus or lung"
Exclusion,Exclusion - Cancer,10,C3432,"Malignant neoplasm of lower lobe, left bronchus or lung"
Exclusion,Exclusion - Cancer,10,C3480,Malignant neoplasm of overlapping sites of unspecified bronchus and lung
Exclusion,Exclusion - Cancer,10,C3481,Malignant neoplasm of overlapping sites of right bronchus and lung
Exclusion,Exclusion - Cancer,10,C3482,Malignant neoplasm of overlapping sites of left bronchus and lung
Exclusion,Exclusion - Cancer,10,C3490,Malignant neoplasm of unspecified part of unspecified bronchus or lung
Exclusion,Exclusion - Cancer,10,C3491,Malignant neoplasm of unspecified part of right bronchus or lung
Exclusion,Exclusion - Cancer,10,C3492,Malignant neoplasm of unspecified part of left bronchus or lung
Exclusion,Exclusion - Cancer,10,C37,Malignant neoplasm of thymus
Exclusion,Exclusion - Cancer,10,C380,Malignant neoplasm of heart
Exclusion,Exclusion - Cancer,10,C381,Malignant neoplasm of anterior mediastinum
Exclusion,Exclusion - Cancer,10,C382,Malignant neoplasm of posterior mediastinum
Exclusion,Exclusion - Cancer,10,C383,"Malignant neoplasm of mediastinum, part unspecified"
Exclusion,Exclusion - Cancer,10,C384,Malignant neoplasm of pleura
Exclusion,Exclusion - Cancer,10,C388,"Malignant neoplasm of overlapping sites of heart, mediastinum and pleura"
Exclusion,Exclusion - Cancer,10,C390,"Malignant neoplasm of upper respiratory tract, part unspecified"
Exclusion,Exclusion - Cancer,10,C399,"Malignant neoplasm of lower respiratory tract, part unspecified"
Exclusion,Exclusion - Cancer,10,C4000,Malignant neoplasm of scapula and long bones of unspecified upper limb
Exclusion,Exclusion - Cancer,10,C4001,Malignant neoplasm of scapula and long bones of right upper limb
Exclusion,Exclusion - Cancer,10,C4002,Malignant neoplasm of scapula and long bones of left upper limb
Exclusion,Exclusion - Cancer,10,C4010,Malignant neoplasm of short bones of unspecified upper limb
Exclusion,Exclusion - Cancer,10,C4011,Malignant neoplasm of short bones of right upper limb
Exclusion,Exclusion - Cancer,10,C4012,Malignant neoplasm of short bones of left upper limb
Exclusion,Exclusion - Cancer,10,C4020,Malignant neoplasm of long bones of unspecified lower limb
Exclusion,Exclusion - Cancer,10,C4021,Malignant neoplasm of long bones of right lower limb
Exclusion,Exclusion - Cancer,10,C4022,Malignant neoplasm of long bones of left lower limb
Exclusion,Exclusion - Cancer,10,C4030,Malignant neoplasm of short bones of unspecified lower limb
Exclusion,Exclusion - Cancer,10,C4031,Malignant neoplasm of short bones of right lower limb
Exclusion,Exclusion - Cancer,10,C4032,Malignant neoplasm of short bones of left lower limb
Exclusion,Exclusion - Cancer,10,C4080,Malignant neoplasm of overlapping sites of bone and articular cartilage of unspecified limb
Exclusion,Exclusion - Cancer,10,C4081,Malignant neoplasm of overlapping sites of bone and articular cartilage of right limb
Exclusion,Exclusion - Cancer,10,C4082,Malignant neoplasm of overlapping sites of bone and articular cartilage of left limb
Exclusion,Exclusion - Cancer,10,C4090,Malignant neoplasm of unspecified bones and articular cartilage of unspecified limb
Exclusion,Exclusion - Cancer,10,C4091,Malignant neoplasm of unspecified bones and articular cartilage of right limb
Exclusion,Exclusion - Cancer,10,C4092,Malignant neoplasm of unspecified bones and articular cartilage of left limb
Exclusion,Exclusion - Cancer,10,C410,Malignant neoplasm of bones of skull and face
Exclusion,Exclusion - Cancer,10,C411,Malignant neoplasm of mandible
Exclusion,Exclusion - Cancer,10,C412,Malignant neoplasm of vertebral column
Exclusion,Exclusion - Cancer,10,C413,"Malignant neoplasm of ribs, sternum and clavicle"
Exclusion,Exclusion - Cancer,10,C414,"Malignant neoplasm of pelvic bones, sacrum and coccyx"
Exclusion,Exclusion - Cancer,10,C419,"Malignant neoplasm of bone and articular cartilage, unspecified"
Exclusion,Exclusion - Cancer,10,C430,Malignant melanoma of lip
Exclusion,Exclusion - Cancer,10,C4310,"Malignant melanoma of unspecified eyelid, including canthus"
Exclusion,Exclusion - Cancer,10,C4311,"Malignant melanoma of right eyelid, including canthus"
Exclusion,Exclusion - Cancer,10,C4312,"Malignant melanoma of left eyelid, including canthus"
Exclusion,Exclusion - Cancer,10,C4320,Malignant melanoma of unspecified ear and external auricular canal
Exclusion,Exclusion - Cancer,10,C4321,Malignant melanoma of right ear and external auricular canal
Exclusion,Exclusion - Cancer,10,C4322,Malignant melanoma of left ear and external auricular canal
Exclusion,Exclusion - Cancer,10,C4330,Malignant melanoma of unspecified part of face
Exclusion,Exclusion - Cancer,10,C4331,Malignant melanoma of nose
Exclusion,Exclusion - Cancer,10,C4339,Malignant melanoma of other parts of face
Exclusion,Exclusion - Cancer,10,C434,Malignant melanoma of scalp and neck
Exclusion,Exclusion - Cancer,10,C4351,Malignant melanoma of anal skin
Exclusion,Exclusion - Cancer,10,C4352,Malignant melanoma of skin of breast
Exclusion,Exclusion - Cancer,10,C4359,Malignant melanoma of other part of trunk
Exclusion,Exclusion - Cancer,10,C4360,"Malignant melanoma of unspecified upper limb, including shoulder"
Exclusion,Exclusion - Cancer,10,C4361,"Malignant melanoma of right upper limb, including shoulder"
Exclusion,Exclusion - Cancer,10,C4362,"Malignant melanoma of left upper limb, including shoulder"
Exclusion,Exclusion - Cancer,10,C4370,"Malignant melanoma of unspecified lower limb, including hip"
Exclusion,Exclusion - Cancer,10,C4371,"Malignant melanoma of right lower limb, including hip"
Exclusion,Exclusion - Cancer,10,C4372,"Malignant melanoma of left lower limb, including hip"
Exclusion,Exclusion - Cancer,10,C438,Malignant melanoma of overlapping sites of skin
Exclusion,Exclusion - Cancer,10,C439,"Malignant melanoma of skin, unspecified"
Exclusion,Exclusion - Cancer,10,C450,Mesothelioma of pleura
Exclusion,Exclusion - Cancer,10,C451,Mesothelioma of peritoneum
Exclusion,Exclusion - Cancer,10,C452,Mesothelioma of pericardium
Exclusion,Exclusion - Cancer,10,C457,Mesothelioma of other sites
Exclusion,Exclusion - Cancer,10,C459,"Mesothelioma, unspecified"
Exclusion,Exclusion - Cancer,10,C460,Kaposi's sarcoma of skin
Exclusion,Exclusion - Cancer,10,C461,Kaposi's sarcoma of soft tissue
Exclusion,Exclusion - Cancer,10,C462,Kaposi's sarcoma of palate
Exclusion,Exclusion - Cancer,10,C463,Kaposi's sarcoma of lymph nodes
Exclusion,Exclusion - Cancer,10,C464,Kaposi's sarcoma of gastrointestinal sites
Exclusion,Exclusion - Cancer,10,C4650,Kaposi's sarcoma of unspecified lung
Exclusion,Exclusion - Cancer,10,C4651,Kaposi's sarcoma of right lung
Exclusion,Exclusion - Cancer,10,C4652,Kaposi's sarcoma of left lung
Exclusion,Exclusion - Cancer,10,C467,Kaposi's sarcoma of other sites
Exclusion,Exclusion - Cancer,10,C469,"Kaposi's sarcoma, unspecified"
Exclusion,Exclusion - Cancer,10,C470,"Malignant neoplasm of peripheral nerves of head, face and neck"
Exclusion,Exclusion - Cancer,10,C4710,"Malignant neoplasm of peripheral nerves of unspecified upper limb, including shoulder"
Exclusion,Exclusion - Cancer,10,C4711,"Malignant neoplasm of peripheral nerves of right upper limb, including shoulder"
Exclusion,Exclusion - Cancer,10,C4712,"Malignant neoplasm of peripheral nerves of left upper limb, including shoulder"
Exclusion,Exclusion - Cancer,10,C4720,"Malignant neoplasm of peripheral nerves of unspecified lower limb, including hip"
Exclusion,Exclusion - Cancer,10,C4721,"Malignant neoplasm of peripheral nerves of right lower limb, including hip"
Exclusion,Exclusion - Cancer,10,C4722,"Malignant neoplasm of peripheral nerves of left lower limb, including hip"
Exclusion,Exclusion - Cancer,10,C473,Malignant neoplasm of peripheral nerves of thorax
Exclusion,Exclusion - Cancer,10,C474,Malignant neoplasm of peripheral nerves of abdomen
Exclusion,Exclusion - Cancer,10,C475,Malignant neoplasm of peripheral nerves of pelvis
